saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
311,1747308773642101829,1747308773662229829,20.128,22.020643,1.4060369,1121.8905,1267.5374
312,1747308773817354829,1747308773852351829,34.997,119.80425,7.658017,3104.0676,4499.397
313,1747308774282726829,1747308774307726829,25.0,31.916868,2.0372386,1264.1543,1527.2987
314,1747308774693101829,1747308774723101829,30.0,39.845215,2.5382004,1395.7388,1704.4587
315,1747308774993351829,1747308775013476829,20.125,16.713226,1.0656228,859.38367,927.93567
316,1747308775894225829,1747308775924225829,30.0,39.3694,2.5107431,1413.3693,1672.332
317,1747308776074475829,1747308776114475829,40.0,66.55062,4.233673,1783.8433,2428.4143
318,1747308776474859829,1747308776519850829,44.991,173.67656,11.040897,3980.432,6031.1006
319,1747308776900225829,1747308776935240829,35.015,60.87197,3.8867,1877.7009,2528.6091
320,1747308777180480829,1747308777205474829,24.994,38.969135,2.4868968,1410.8513,1803.6652
321,1747308777520724829,1747308777640849829,120.125,134.13322,8.481871,2706.0762,4995.5464
322,1747308777806099829,1747308777831099829,25.0,41.83422,2.6631382,1733.3099,2166.1555
323,1747308778126349829,1747308778166349829,40.0,66.33392,4.1697927,1726.5167,2462.6704
324,1747308778376599829,1747308778451599829,75.0,301.26065,19.054626,4431.292,8334.257
325,1747308778726849829,1747308778791974829,65.125,267.92908,16.908703,4317.174,7105.66
326,1747308779062223829,1747308779092223829,30.0,37.581745,2.3567646,1289.0153,1709.953
327,1747308779482598829,1747308779507600829,25.002,31.62849,2.0162115,1411.8236,1684.4052
328,1747308780643723829,1747308780673723829,30.0,53.338993,3.40012,1449.5775,1837.8165
329,1747308781284347829,1747308781319347829,35.0,88.74483,5.664644,2388.5906,3561.8628
330,1747308781694722829,1747308781729722829,35.0,69.02045,4.405712,1969.4215,2532.5552
331,1747308784577345829,1747308784607470829,30.125,43.66651,2.7895675,1382.8853,1871.2542
332,1747308785968720829,1747308785988720829,20.0,16.106462,1.0286582,814.1706,862.267
333,1747308786509219829,1747308786529219829,20.0,22.746141,1.4481618,1104.8693,1278.6608
334,1747308786774469829,1747308786804469829,30.0,58.73278,3.7290695,2025.4216,2594.848
335,1747308787575219829,1747308787610222829,35.003,127.57425,8.055275,2901.3118,4882.188
336,1747308787745359829,1747308787785344829,39.985,149.76653,9.48956,3539.984,5806.1626
337,1747308787920470829,1747308787960593829,40.123,91.15413,5.773917,2135.9219,3604.8457
338,1747308788115719829,1747308788145718829,29.999,45.21665,2.8742342,1453.1415,1802.6135
339,1747308788430968829,1747308788516093829,85.125,174.57388,11.12075,2125.0127,3610.9827
340,1747308788841343829,1747308788876468829,35.125,84.49537,5.3322086,2453.62,2995.0073
341,1747308789296857829,1747308789331843829,34.986,57.980103,3.672737,1577.4469,2011.0896
342,1747308789592093829,1747308789657092829,64.999,85.45231,5.404929,2345.4028,4646.782
343,1747308789867342829,1747308789932480829,65.13799999999999,80.05974,5.087825,2183.3125,3913.1597
344,1747308790603092829,1747308790638092829,35.0,85.972855,5.371295,2357.5366,3074.7424
345,1747308790783217829,1747308791023467829,240.25,807.8992,51.440804,4577.9287,8862.498
346,1747308791238592829,1747308791293720829,55.128,286.7819,18.196247,5552.877,9107.703
347,1747308791513841829,1747308791603967829,90.12599999999999,571.45276,36.415215,6833.074,10448.835
348,1747308792064476829,1747308792134466829,69.99,217.56912,13.876286,3458.7896,6653.1177
349,1747308792399716829,1747308792444716829,45.0,130.81601,8.322682,2863.273,4169.8545
350,1747308792845091829,1747308792895216829,50.125,216.48608,13.753536,4367.4224,7064.2583
351,1747308793110341829,1747308793255479829,145.138,578.3044,36.744167,4423.828,9254.032
352,1747308793545840829,1747308793640840829,95.0,278.03763,17.79144,3588.253,5791.083
353,1747308793906090829,1747308793921090829,15.0,25.254257,1.6076043,1564.8068,1737.2505
354,1747308794471715829,1747308794526715829,55.0,55.2618,3.5135303,1452.0731,1826.6191
355,1747308795012214829,1747308795042214829,30.0,41.43042,2.6379976,1411.7202,1736.7568
356,1747308795197339829,1747308795227339829,30.0,43.539333,2.7687602,1476.731,1883.8672
357,1747308795487600829,1747308795517589829,29.988999999999997,60.511707,3.859483,1889.5364,2605.6663
358,1747308795667841829,1747308795697839829,29.997999999999998,57.90032,3.6906748,1915.9308,2248.2136
359,1747308795958089829,1747308795988102829,30.012999999999998,39.92528,2.547042,1344.7733,1649.1841
360,1747308796373472829,1747308796453463829,79.991,130.40875,8.272201,2970.2524,4311.5684
361,1747308797034088829,1747308797064088829,30.0,50.219135,3.1885016,1578.1029,2157.9517
362,1747308797289338829,1747308797314338829,25.0,25.220522,1.6043966,1014.20935,1143.5283
363,1747308797494463829,1747308797529474829,35.010999999999996,65.74476,4.1725044,1850.2081,2533.9988
