timestamp [ns],gaze x [px],gaze y [px],azimuth [deg],elevation [deg]
1747308622250229829,773.8150024414062,736.9116821289062,-1.1004894137397918,-9.178587907591302
1747308622255354829,773.6652221679688,735.765869140625,-1.1100038672536194,-9.105414642366975
1747308622260354829,773.5691528320312,736.2559204101562,-1.1162534903441812,-9.136697416839372
1747308622265354829,774.6830444335938,737.5123901367188,-1.0446116361399174,-9.217009749932064
1747308622270354829,774.400390625,737.40283203125,-1.0628209204671715,-9.209993458478278
1747308622275354829,772.010986328125,739.3455810546875,-1.2170739126827395,-9.333837879213476
1747308622280354829,771.6264038085938,739.891357421875,-1.2419426314507558,-9.368649388427903
1747308622285354829,773.0646362304688,738.982421875,-1.1491067002519424,-9.310741464038728
1747308622290354829,775.7734985351562,738.0435180664062,-0.9743904612830163,-9.251001076799886
1747308622295356829,774.910888671875,738.4169311523438,-1.03002918226194,-9.274781067243637
1747308622300354829,772.3888549804688,738.4508666992188,-1.1926013448865838,-9.276746267379478
1747308622305354829,772.3543090820312,738.1378173828125,-1.1947870054209877,-9.256755865779276
1747308622310353829,772.45947265625,736.4175415039062,-1.1877792313325546,-9.146926545169997
1747308622315353829,772.3675537109375,736.6484375,-1.1937351562888059,-9.161661517094
1747308622320353829,773.5975341796875,738.8716430664062,-1.1147440185376083,-9.303711629488422
1747308622325353829,771.9093017578125,738.491943359375,-1.2235147810700613,-9.2793271097188
1747308622330353829,772.7927856445312,733.5071411132812,-1.1659362863668539,-8.961118370132633
1747308622335353829,773.74267578125,733.129638671875,-1.1047036404576895,-8.93708765517275
1747308622340353829,772.8970947265625,731.470703125,-1.158969493413441,-8.831088257662282
1747308622345353829,772.442626953125,730.9697265625,-1.1881753823044154,-8.799061069711577
1747308622350353829,771.4983520507812,731.4715576171875,-1.249059688565909,-8.831027727523145
1747308622355353829,773.0711059570312,730.750732421875,-1.1476791907154098,-8.785126229108894
1747308622360364829,772.6223754882812,730.2703857421875,-1.1765162493912036,-8.754416727062418
1747308622365353829,772.093994140625,731.7730102539062,-1.2107354971329676,-8.850327905150067
1747308622370353829,771.5430908203125,733.0843505859375,-1.2463890846004342,-8.934017590267041
1747308622375353829,771.1700439453125,734.209716796875,-1.2705747844514492,-9.005842898023262
1747308622380353829,773.1470336914062,728.0614013671875,-1.14246775637869,-8.613391466925869
1747308622385478829,771.74951171875,733.1004028320312,-1.2330975364755892,-8.93505964949393
1747308622390478829,771.63720703125,732.9320068359375,-1.2403033860499528,-8.92429745792915
1747308622395478829,771.4808959960938,730.1567993164062,-1.2500090848605407,-8.74707014833707
1747308622400478829,771.1900024414062,730.3584594726562,-1.2687716145105659,-8.759922828158706
1747308622405478829,773.6450805664062,730.0689697265625,-1.1106322446572607,-8.741633746338273
1747308622410478829,772.327880859375,732.5460815429688,-1.1957637224722997,-8.899711962703034
1747308622415478829,772.6419677734375,731.8876953125,-1.1754507398806817,-8.857695772797237
1747308622420489829,772.494384765625,728.9398803710938,-1.1845963631793288,-8.669441307705661
1747308622425478829,772.8790893554688,725.0244140625,-1.1593656443853015,-8.419417527342883
1747308622430477829,774.1792602539062,726.226806640625,-1.0758119402685355,-8.496304234971475
1747308622435477829,772.0130004882812,728.256591796875,-1.2155097993628063,-8.62576763103013
1747308622440477829,773.552490234375,726.7620239257812,-1.116219339398331,-8.530439881299856
